Attack_time,Mean Distance,Max_Distance,Min_Distance,Max_following_car_accel,Min_following_car_accel
10,37.206877919549946,87.08356742511695,14.936439955075627,6.741364479064941,-5.868701934814453
10,25.750225947814023,50.0,14.932624974512692,3.866992950439453,-5.868701934814453
10,37.206877919549946,87.08356742511695,14.936439955075627,6.741364479064941,-5.868701934814453
30,20.456184751405907,50.0,14.936762959562998,1.6678168773651123,-2.25642728805542
30,20.456184751405907,50.0,14.936762959562998,1.6678168773651123,-2.25642728805542
50,15.842566108463803,50.0,0.6392844042461547,3.209272861480713,-1.6207739114761353
50,15.842566108463803,50.0,0.6392844042461547,3.209272861480713,-1.6207739114761353
70,12.249684081182245,50.0,-20.380007883159067,6.056138515472412,-3.476912260055542
70,12.249684081182245,50.0,-20.380007883159067,6.056138515472412,-3.476912260055542
